Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
5/31/2019,6/26/2019,ADBE,2744000000,55400000,475958000,9932000000,19666000000,9734000000,,486273000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,288.7200012,294.6499939,5.929992676,1,3.547376093,40.44230299
8/30/2019,9/26/2019,ADBE,2834000000,58800000,489827000,10243000000,20055000000,9812000000,,484903000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,283.8099976,276.25,-7.559997559,0,3.462244178,41.35878722
11/29/2019,1/21/2020,ADBE,2992000000,54800000,499806000,10530000000,20762000000,10232000000,,482339000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,350,351.7600098,1.760009766,1,3.419786096,43.04441482
2/28/2020,3/25/2020,ADBE,3091000000,54000000,532000000,10465000000,21214000000,10749000000,,483000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,305.9100037,305.8299866,-0.08001709,0,3.477515367,43.92132505
5/29/2020,6/24/2020,ADBE,3128000000,52000000,532000000,10881000000,21603000000,10722000000,,480000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,431.6799927,426.9200134,-4.759979248,0,3.427749361,45.00625
8/28/2020,9/23/2020,ADBE,3225000000,51000000,566000000,11713000000,22414000000,10701000000,,480000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,470.3900146,479.7799988,9.389984131,1,3.318139535,46.69583333
11/27/2020,1/15/2021,ADBE,3424000000,47000000,558000000,13264000000,24284000000,11020000000,,479000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,458.0799866,456.5,-1.579986572,0,3.218457944,50.69728601
3/5/2021,3/31/2021,ADBE,3905000000,45000000,620000000,13546000000,24985000000,11439000000,,479000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,475.3699951,483.3399963,7.970001221,1,2.929321383,52.16075157
6/4/2021,6/30/2021,ADBE,3835000000,44000000,612000000,13852000000,25582000000,11730000000,,477000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,585.6400146,593.0700073,7.429992676,1,3.058670143,53.63102725
9/3/2021,9/29/2021,ADBE,3935000000,40000000,651000000,14414000000,26144000000,11730000000,,476000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,577.7000122,577.4699707,-0.230041504,0,2.98094028,54.92436975
12/3/2021,1/21/2022,ADBE,4110000000,51000000,657000000,14797000000,27241000000,12444000000,,475000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,499.9100037,519.6599731,19.74996948,1,3.027737226,57.34947368
3/4/2022,3/30/2022,ADBE,4262000000,59000000,701000000,13775000000,25976000000,12201000000,,472000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,460.0599976,458.1900024,-1.869995117,0,2.862740497,55.03389831
6/3/2022,6/29/2022,ADBE,4386000000,539000000,738000000,13985000000,26326000000,12341000000,,471000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,368.5,368.480011,-0.019989014,0,2.81372549,55.89384289
9/2/2022,9/28/2022,ADBE,4433000000,546000000,775000000,14373000000,26744000000,12371000000,,467000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,281.3999939,275.2000122,-6.199981689,0,2.790660952,57.26766595
12/2/2022,1/17/2023,ADBE,4525000000,568000000,773000000,14051000000,27165000000,13114000000,,462000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,344.3800049,342.5299988,-1.850006104,0,2.898121547,58.7987013
3/3/2023,3/29/2023,ADBE,4655000000,54000000,827000000,14206000000,26667000000,12461000000,,459000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,379.1600037,385.3699951,6.209991455,1,2.676906552,58.09803922
3/31/2018,5/25/2018,AGYS,32056000,15311000,7228000,108431000,157207000,48776000,1999000,23325000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,13.88000011,14.36999989,0.489999771,1,1.521587222,6.739849946
6/30/2018,8/2/2018,AGYS,34004000,16118000,7089000,109749000,162228000,52479000,1765000,23527000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,15.43999958,15.47000027,0.030000687,1,1.543318433,6.895396778
9/30/2018,10/26/2018,AGYS,34200000,16454000,10151000,106974000,153626000,46652000,1678000,23531000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,16.07999992,15.84000015,-0.239999771,0,1.364093567,6.528664315
12/31/2018,1/30/2019,AGYS,36011000,17367000,10059000,104105000,167433000,63328000,1566000,23535000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,17.87000084,17.92000008,0.049999237,1,1.758573769,7.114212874
3/31/2019,5/24/2019,AGYS,36618000,17023000,10518000,100622000,163591000,62969000,2044000,23501000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,22.37000084,22.67000008,0.299999237,1,1.719618767,6.961022935
6/30/2019,7/29/2019,AGYS,38388000,18375000,10064000,99923000,167448000,67525000,1483000,23680000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,23.54999924,24.53000069,0.98000145,1,1.759013233,7.071283784
9/30/2019,10/29/2019,AGYS,40720000,20505000,10778000,98365000,163795000,65430000,954000,23659000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,24.46999931,25.19000053,0.720001221,1,1.606827112,6.923158206
12/31/2019,1/29/2020,AGYS,41962000,20923000,11285000,96936000,171828000,74892000,1856000,23657000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,33.45999908,32.5,-0.959999084,0,1.784757638,7.26330473
3/31/2020,5/22/2020,AGYS,39659000,20002000,9336000,71757000,154562000,82805000,3887000,23609000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,19.59000015,20.06999969,0.479999542,1,2.087924557,6.54674065
6/30/2020,7/31/2020,AGYS,29806000,11257000,8266000,71350000,176103000,104753000,2760000,23613000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,20.95999908,20.87999916,-0.079999924,0,3.514493726,7.457883369
9/30/2020,10/28/2020,AGYS,34358000,11206000,8257000,77924000,173714000,95790000,2174000,23588000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,26.95000076,27.07999992,0.129999161,1,2.787996973,7.364507377
12/31/2020,1/27/2021,AGYS,36666000,12479000,12376000,81779000,189201000,107422000,1322000,23638000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,40.25999832,36.79000092,-3.469997406,0,2.929744177,8.004103562
3/31/2021,5/21/2021,AGYS,36458000,12858000,26445000,79876000,189873000,109997000,1177000,24011000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,49.02000046,50.20999908,1.189998627,1,3.017088156,7.907750614
6/30/2021,7/29/2021,AGYS,38724000,13858000,11485000,84487000,189485000,104998000,1186000,24569000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,56.29000092,55.93999863,-0.350002289,0,2.711445099,7.712361105
9/30/2021,10/28/2021,AGYS,37891000,13637000,11379000,87718000,188100000,100382000,1881000,24607000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,42.81999969,47.50999832,4.689998627,1,2.649230688,7.644166294
12/31/2021,1/27/2022,AGYS,39456000,14744000,11210000,92413000,202338000,109925000,3256000,24712000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,35.31000137,38.06000137,2.75,1,2.786014801,8.187843962
3/31/2022,5/23/2022,AGYS,47333000,18866000,12258000,97344000,214162000,116818000,6940000,24729000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,38.75,38.06000137,-0.689998627,0,2.468003296,8.660358284
6/30/2022,7/29/2022,AGYS,47505000,19011000,11556000,101276000,208759000,107483000,7246000,25026000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,48.29999924,48.47999954,0.180000305,1,2.262561836,8.341684648
9/30/2022,10/28/2022,AGYS,47741000,18377000,12577000,106594000,220766000,114172000,9659000,25058000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,62.90000153,64.16999817,1.269996643,1,2.391487401,8.810200335
12/31/2022,1/26/2023,AGYS,49920000,19144000,12416000,111912000,246161000,134249000,10349000,25185000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,84.56999969,84.62000275,0.050003052,1,2.689282853,9.774111574
3/31/2018,5/18/2018,MCHP,1002000000,387207000,133600000,3280000000,8257000000,4977000000,476200000,235028000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,43.19788742,43.66803741,0.470149994,1,4.967065868,35.13198427
6/30/2018,8/9/2018,MCHP,1212000000,570500000,171900000,5124000000,19249000000,14125000000,1105000000,235494000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,45.65570068,40.51198196,-5.143718719,0,11.65429043,81.73881288
9/30/2018,11/7/2018,MCHP,1433000000,743200000,221900000,5170000000,18667000000,13497000000,836700000,236208000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,32.86838913,33.72399139,0.855602264,1,9.418702024,79.027806
12/31/2018,2/6/2019,MCHP,1375000000,595100000,217700000,5161000000,18156000000,12995000000,702500000,236963000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,41.96373367,41.07099152,-0.892742157,0,9.450909091,76.61955664
3/31/2019,5/30/2019,MCHP,1330000000,509400000,214700000,5288000000,18350000000,13062000000,711700000,237590000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,38.54277039,37.78935242,-0.753417969,0,9.821052632,77.23389032
6/30/2019,8/7/2019,MCHP,1323000000,507400000,219100000,5288000000,18246000000,12958000000,733100000,238035000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,41.89761353,41.62752151,-0.27009201,0,9.794406652,76.65259311
9/30/2019,11/6/2019,MCHP,1338000000,510300000,219800000,5361000000,17858000000,12497000000,734200000,238763000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,45.49422836,45.77492905,0.280700684,1,9.340059791,74.79383322
12/31/2019,2/4/2020,MCHP,1287000000,501900000,217100000,5617000000,17589000000,11972000000,708800000,239535000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,48.58420563,51.8180542,3.233848572,1,9.302253302,73.42977018
3/31/2020,5/22/2020,MCHP,1326000000,512500000,221800000,5585000000,17426000000,11841000000,685700000,245326000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,42.2616272,45.16859436,2.906967163,1,8.929864253,71.03201454
6/30/2020,8/4/2020,MCHP,1310000000,511400000,198000000,5501000000,17028000000,11527000000,657200000,252450000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,51.65149689,47.73865128,-3.912845612,0,8.799236641,67.45098039
9/30/2020,11/5/2020,MCHP,1310000000,501600000,199800000,5444000000,16771000000,11327000000,661400000,260255000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,57.16908646,61.09529877,3.926212311,1,8.646564885,64.44064475
12/31/2020,2/4/2021,MCHP,1352000000,506300000,210100000,5297000000,16576000000,11279000000,666100000,269258000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,69.62192535,73.8503952,4.228469849,1,8.342455621,61.56177347
3/31/2021,5/18/2021,MCHP,1467000000,540300000,228500000,5337000000,16479000000,11142000000,665000000,273529000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,69.15971375,73.60067749,4.440963745,1,7.595092025,60.24589714
6/30/2021,8/3/2021,MCHP,1569000000,561800000,238400000,5520000000,16278000000,10758000000,683800000,274040000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,71.49225616,72.93357849,1.441322327,1,6.856596558,59.40008758
9/30/2021,11/4/2021,MCHP,1650000000,581500000,246200000,5703000000,16215000000,10512000000,713600000,554870000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,81.00017548,82.22123718,1.221061707,1,6.370909091,29.22306126
12/31/2021,2/3/2022,MCHP,1758000000,604200000,245400000,5803000000,16047000000,10244000000,768200000,555989000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,72.65619659,72.14681244,-0.509384155,0,5.827076223,28.8620818
3/31/2022,5/20/2022,MCHP,1844000000,623800000,259100000,5895000000,16200000000,10305000000,854400000,554501000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,65.81691742,66.1427002,0.325782776,1,5.588394794,29.21545678
6/30/2022,8/2/2022,MCHP,1964000000,653700000,269000000,5978000000,16208000000,10230000000,911800000,552484000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,68.3836441,71.82899475,3.445350647,1,5.208757637,29.33659617
9/30/2022,11/3/2022,MCHP,2073000000,675300000,268600000,6103000000,16141000000,10038000000,1030000000,550009000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,58.94666672,64.96426392,6.017597198,1,4.842257598,29.34679251
12/31/2022,2/2/2023,MCHP,2169000000,698400000,282400000,6311000000,16116000000,9805000000,1165000000,547792000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,84.17246246,84.1127243,-0.059738159,0,4.520516367,29.41992581
4/30/2018,6/8/2018,DOCU,155615000,58294000,70870000,214126000,614472000,400346000,,36776000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,57.91999817,59.54000092,1.620002747,1,2.57266973,16.70850555
7/31/2018,9/6/2018,DOCU,166997000,36361000,33773000,743772000,1170000000,426228000,,156786000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,57.84999847,53.93000031,-3.919998169,0,2.552309323,7.46240098
10/31/2018,12/7/2018,DOCU,174882000,45073000,38404000,809733000,1719000000,909267000,,157255000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,39.65999985,40.68999863,1.029998779,1,5.199317254,10.93128994
1/31/2019,3/26/2019,DOCU,189231000,52693000,42921000,614000000,1615000000,1001000000,,169303000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,53.74000168,51.77999878,-1.960002899,0,5.289830947,9.539110352
4/30/2019,6/7/2019,DOCU,206806000,52019000,37183000,597000000,1738000000,1141000000,,173628000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,48.15999985,48.31000137,0.150001526,1,5.517248049,10.00990624
7/31/2019,9/6/2019,DOCU,228339000,61176000,47517000,567000000,1762000000,1195000000,,175953000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,56.27000046,58.56999969,2.299999237,1,5.233446761,10.01403784
10/31/2019,12/6/2019,DOCU,242138000,61964000,48758000,569000000,1786000000,1217000000,,179252000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,75.56999969,75.45999908,-0.11000061,0,5.02605952,9.963626626
1/31/2020,3/27/2020,DOCU,266434000,68075000,52094000,546000000,1891000000,1345000000,,181254000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,82.56999969,88.13999939,5.569999695,1,5.048154515,10.43287321
4/30/2020,6/5/2020,DOCU,289457000,74032000,54234000,522000000,1921000000,1399000000,,183428000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,139.6399994,146.5399933,6.899993896,1,4.833187658,10.47277406
7/31/2020,9/4/2020,DOCU,334525000,90615000,63791000,502000000,2053000000,1551000000,,185137000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,216.2599945,205.6300049,-10.62998962,0,4.636424781,11.08908538
10/31/2020,12/4/2020,DOCU,375154000,97831000,73362000,426000000,2051000000,1625000000,,186531000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,243.2200012,232.5200043,-10.69999695,0,4.331554508,10.99549137
1/31/2021,3/31/2021,DOCU,391260000,101580000,80135000,330000000,2337000000,2007000000,,192807000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,202.4499969,206.2899933,3.839996338,1,5.129581353,12.12092922
4/30/2021,6/4/2021,DOCU,467406000,105242000,85416000,243000000,2297000000,2054000000,,194734000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,233.2400055,240.9700012,7.729995728,1,4.394466481,11.79557756
7/31/2021,9/3/2021,DOCU,510175000,113780000,94651000,212000000,2356000000,2144000000,,196467000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,310.0499878,291.5,-18.54998779,0,4.202479541,11.99183578
10/31/2021,12/6/2021,DOCU,543978000,115975000,102603000,240000000,2411000000,2171000000,,197754000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,143.8800049,153.7400055,9.86000061,1,3.990970223,12.19191521
1/31/2022,3/25/2022,DOCU,579211000,131454000,110692000,275000000,2541000000,2266000000,,198834000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,100.4499969,104.6699982,4.220001221,1,3.912218518,12.77950451
4/30/2022,6/9/2022,DOCU,587043000,132416000,112227000,349000000,2574000000,2225000000,,199920000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,87.36000061,59.11999893,-28.24000168,0,3.790182321,12.87515006
7/31/2022,9/8/2022,DOCU,620552000,136704000,126532000,407000000,2667000000,2260000000,,200771000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,57.95000076,65.66000366,7.710002899,1,3.641918808,13.28379099
10/31/2022,12/8/2022,DOCU,644007000,129542000,115934000,469000000,2732000000,2263000000,,201069000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,43.75,54.06999969,10.31999969,1,3.51393696,13.58737548
1/31/2023,3/27/2023,DOCU,657924000,137426000,125891000,618000000,3013000000,2395000000,,201904000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,57.16999817,57.97999954,0.810001373,1,3.640238082,14.92293367
4/30/2018,6/8/2018,BOX,140507000,39068000,38248000,46615000,528479000,481864000,,279950000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,25.82999992,25.92000008,0.090000153,1,3.429466148,1.8877621
7/31/2018,9/7/2018,BOX,150322000,42605000,41830000,35127000,545424000,510297000,,283212000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,24.54999924,24.67000008,0.120000839,1,3.394692726,1.9258506
10/31/2018,12/6/2018,BOX,157158000,44724000,42310000,25646000,546887000,521241000,,286775000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,18.85000038,18.60000038,-0.25,0,3.316668576,1.907024671
1/31/2019,3/20/2019,BOX,166114000,47197000,41362000,31405000,650161000,618756000,,144311000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,19.62000084,19.06999969,-0.550001144,0,3.724887728,4.505276798
4/30/2019,6/6/2019,BOX,162974000,48684000,46244000,30538000,825721000,795183000,,146497000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,17.62999916,17.77000046,0.140001297,1,4.87920159,5.636436241
7/31/2019,9/6/2019,BOX,174381000,53872000,49693000,22266000,827316000,805050000,,147722000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,17.40999985,17.70000076,0.290000916,1,4.616615342,5.600492818
10/31/2019,12/6/2019,BOX,178585000,56302000,50652000,20775000,843918000,823143000,,149478000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,17.34000015,17.25,-0.090000153,0,4.609250497,5.64576727
1/31/2020,3/19/2020,BOX,184117000,56719000,53161000,22357000,959991000,937634000,,150611000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,11.64999962,12.02999973,0.380000114,1,5.092598728,6.373976668
4/30/2020,6/4/2020,BOX,184843000,53995000,53114000,40848000,948913000,908065000,,153446000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,18.71999931,19.32999992,0.61000061,1,4.912628555,6.184019134
7/31/2020,9/4/2020,BOX,193168000,55334000,50115000,59592000,960511000,900919000,,156399000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,18.59000015,18.22999954,-0.36000061,0,4.663914313,6.141413948
10/31/2020,12/7/2020,BOX,197294000,56812000,49454000,87562000,941561000,853999000,,158643000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,17.20000076,17.21999931,0.01999855,1,4.328560423,5.93509326
1/31/2021,3/19/2021,BOX,198181000,58597000,48579000,151000000,1352000000,1201000000,,159851000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,22.56999969,23.64999962,1.079999924,1,6.060116762,8.457876397
4/30/2021,6/4/2021,BOX,204464000,60947000,50859000,125000000,1310000000,1185000000,,162762000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,25.15999985,24.82999992,-0.329999924,0,5.795641286,8.048561704
7/31/2021,9/3/2021,BOX,216469000,60788000,52722000,336000000,1526000000,1190000000,,152660000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,26.04000092,25.70999908,-0.330001831,0,5.497322942,9.996069697
10/31/2021,12/3/2021,BOX,225603000,63069000,55837000,220000000,1405000000,1185000000,,149010000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,25.79000092,25.87999916,0.089998245,1,5.252589726,9.428897389
1/31/2022,3/16/2022,BOX,230971000,64680000,59105000,93000000,1392000000,1299000000,,145081000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,26.12000084,28.02000046,1.899999619,1,5.624082677,9.594640235
4/30/2022,6/2/2022,BOX,240023000,62209000,61733000,5000000,1172000000,1167000000,,145081000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,26.75,26.61000061,-0.13999939,0,4.862034055,8.078245945
7/31/2022,8/31/2022,BOX,247785000,64843000,61965000,-91000000,1066000000,1157000000,,142320000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,25.75,25.63999939,-0.11000061,0,4.669370624,7.490163013
10/31/2022,12/2/2022,BOX,251737000,64490000,59107000,-79000000,1056000000,1135000000,,142915000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,29.02000046,28.15999985,-0.86000061,0,4.508673735,7.389007452
1/31/2023,3/13/2023,BOX,254854000,61014000,60724000,-34000000,1207000000,1241000000,,144301000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,25.47999954,26.15999985,0.680000305,1,4.869454668,8.364460399
3/31/2018,5/1/2018,VRNS,53528000,6442000,15542000,105480000,224925000,119445000,,28749000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,22.43333244,22.79999924,0.366666794,1,2.231448961,7.823750391
6/30/2018,7/31/2018,VRNS,62190000,6440000,17717000,103806000,237067000,133261000,,29218000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,19.92499924,20.35000038,0.425001144,1,2.142804309,8.113731262
9/30/2018,10/30/2018,VRNS,67052000,7052000,17267000,110062000,245879000,135817000,,29424000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,19.44333267,20.62000084,1.176668167,1,2.025547336,8.356409734
12/31/2018,2/12/2019,VRNS,87518000,7749000,19445000,125370000,284978000,159608000,,29577000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,18.40999985,18.50666618,0.096666336,1,1.823716264,9.635121885
3/31/2019,4/30/2019,VRNS,56360000,8326000,18768000,109995000,305446000,195451000,,30263000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,23.71666718,24,0.283332825,1,3.467902768,10.09305092
6/30/2019,7/30/2019,VRNS,59621000,8398000,19722000,100194000,304020000,203826000,,30327000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,23.76333237,24.20666695,0.443334579,1,3.418694755,10.02473044
9/30/2019,10/30/2019,VRNS,65649000,8768000,20400000,97770000,298152000,200382000,,30482000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,24.64999962,23.76833344,-0.881666183,0,3.052323722,9.78124795
12/31/2019,2/11/2020,VRNS,72560000,9652000,21874000,93532000,318312000,224780000,,30583000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,29.66666794,30.80333328,1.136665344,1,3.097850055,10.40813524
3/31/2020,5/5/2020,VRNS,54176000,10180000,22688000,80041000,286982000,206941000,,31466000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,23.91333389,23.85333252,-0.060001373,0,3.819791051,9.120383906
