End,Name,totalRevenue,totalAssets,totalLiabilities,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits
7/27/2019,CSCO,0.057322835,0.005201106,0.061819024,-0.014607002,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
10/26/2019,CSCO,-0.029192732,-0.054206334,-0.09580829,-0.002117647,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
1/25/2020,CSCO,-0.085609083,-0.022337067,-0.054693554,0,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
4/25/2020,CSCO,0.000922819,0.010704886,0.014446286,-0.004951662,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
7/25/2020,CSCO,0.018690805,0.037847123,0.02239342,0.004028436,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
10/24/2020,CSCO,-0.021145302,0.001581394,-0.001528112,-0.003540241,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
1/23/2021,CSCO,0.002185425,0.006294538,-0.006438448,-0.000236855,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
5/1/2021,CSCO,0.071794012,-0.017834541,-0.049380312,-0.001421464,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
7/31/2021,CSCO,0.024415056,0.038350941,0.047140117,0.000474496,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
10/30/2021,CSCO,-0.015965167,-0.015549196,-0.05232827,0,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
1/29/2022,CSCO,-0.014516379,-0.017909795,0.02789039,-0.015650937,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
4/30/2022,CSCO,0.005277668,-0.015541788,-0.043256765,-0.000481812,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
7/30/2022,CSCO,0.021548347,0.012985334,0.034963834,-0.009399855,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
10/29/2022,CSCO,0.040346706,-0.010084892,-0.02668314,-0.001703163,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
1/28/2023,CSCO,-0.00346531,0.029939605,0.030010231,-0.001949793,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,
7/29/2018,CSCO,,0.146410684,0.206268624,0.153113553,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
8/31/2018,ADBE,0.043735763,0.015366352,0.011768349,-0.002911701,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
11/30/2018,ADBE,0.075949367,0.219082879,0.439700031,-0.002748427,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/1/2019,ADBE,0.055172414,0.039266876,0.024130966,0.001724552,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
5/31/2019,ADBE,0.054978854,0.008202604,0.010379905,-0.004567005,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
8/30/2019,ADBE,0.032798834,0.019780332,0.00801315,-0.002817347,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
11/29/2019,ADBE,0.055751588,0.035253054,0.042804729,-0.005287655,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
2/28/2020,ADBE,0.033088235,0.021770542,0.050527756,0.001370405,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
5/29/2020,ADBE,0.011970236,0.018336947,-0.002511862,-0.00621118,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
8/28/2020,ADBE,0.03101023,0.037541082,-0.00195859,0,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
11/27/2020,ADBE,0.061705426,0.083429999,0.029810298,-0.002083333,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/5/2021,ADBE,0.140478972,0.028866744,0.038021779,0,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/4/2021,ADBE,-0.017925736,0.023894337,0.025439287,-0.004175365,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/3/2021,ADBE,0.026075619,0.021968572,0,-0.002096436,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/3/2021,ADBE,0.044472681,0.041959914,0.060869565,-0.00210084,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/4/2022,ADBE,0.036982968,-0.046437355,-0.019527483,-0.006315789,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/3/2022,ADBE,0.029094322,0.013473976,0.011474469,-0.002118644,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/2/2022,ADBE,0.010715914,0.015877839,0.002430921,-0.008492569,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/2/2022,ADBE,0.02075344,0.015741849,0.060059817,-0.010706638,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
3/3/2023,ADBE,0.028729282,-0.018332413,-0.049794113,-0.006493506,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,
6/30/2018,AGYS,0.060768655,0.031938781,0.075918485,0.008660236,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,AGYS,0.005764028,-0.053024139,-0.11103489,0.000170017,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,AGYS,0.052953216,0.08987411,0.3574552,0.000169989,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,AGYS,0.016855961,-0.022946492,-0.005668898,-0.001444657,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,AGYS,0.048336883,0.023577092,0.072353063,0.007616697,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,AGYS,0.06074815,-0.021815728,-0.031025546,-0.000886824,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,AGYS,0.030500982,0.049043011,0.144612563,-8.45E-05,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,AGYS,-0.054882989,-0.100484205,0.105658815,-0.002028998,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,AGYS,-0.248442976,0.139368021,0.265056458,0.000169427,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,AGYS,0.152720929,-0.013565924,-0.085563182,-0.001058739,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,AGYS,0.067175039,0.089152285,0.1214323,0.002119722,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,AGYS,-0.00567283,0.003551778,0.023970881,0.015779677,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,AGYS,0.062153711,-0.002043471,-0.045446694,0.023239349,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,AGYS,-0.021511208,-0.007309286,-0.043962742,0.001546664,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,AGYS,0.041302684,0.07569378,0.095066845,0.004267078,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,AGYS,0.199640105,0.058436873,0.062706391,0.000687925,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,AGYS,0.003633828,-0.025228565,-0.07991063,0.01201019,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,AGYS,0.004967898,0.057516083,0.062233097,0.00127867,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,AGYS,0.045642111,0.1150313,0.175848719,0.005068242,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,MCHP,0.209580838,1.331234104,1.838055053,0.001982742,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,MCHP,0.182343234,-0.030235337,-0.044460177,0.003031924,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,MCHP,-0.040474529,-0.027374511,-0.03719345,0.003196335,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,MCHP,-0.032727273,0.010685173,0.005155829,0.002645983,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,MCHP,-0.005263158,-0.005667575,-0.007962027,0.001872974,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,MCHP,0.011337868,-0.021264935,-0.035576478,0.003058374,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,MCHP,-0.038116592,-0.015063277,-0.042010082,0.003233332,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,MCHP,0.03030303,-0.009267156,-0.010942198,0.024176008,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,MCHP,-0.012066365,-0.022839435,-0.026518031,0.029038911,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,MCHP,0,-0.015092788,-0.017350568,0.030917013,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,MCHP,0.032061069,-0.011627214,-0.004237662,0.034592995,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,MCHP,0.085059172,-0.005851834,-0.012146467,0.01586211,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,MCHP,0.069529652,-0.012197342,-0.03446419,0.001868175,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,MCHP,0.051625239,-0.003870254,-0.022866704,1.024777405,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,MCHP,0.065454545,-0.010360777,-0.025494673,0.002016689,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,MCHP,0.048919226,0.009534492,0.005954705,-0.002676312,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,MCHP,0.065075922,0.000493827,-0.00727802,-0.003637505,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,MCHP,0.055498982,-0.004133761,-0.018768328,-0.004479768,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,MCHP,0.046309696,-0.001548851,-0.023211795,-0.004030843,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
7/31/2018,DOCU,0.073142049,0.904073741,0.064649079,3.263269524,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
10/31/2018,DOCU,0.047216417,0.469230769,1.133287818,0.002991339,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
1/31/2019,DOCU,0.082049611,-0.060500291,0.100886758,0.076614416,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
4/30/2019,DOCU,0.092875903,0.076160991,0.13986014,0.025545915,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
7/31/2019,DOCU,0.104121737,0.013808976,0.047326906,0.013390697,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
10/31/2019,DOCU,0.060432077,0.013620885,0.018410042,0.018749325,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
1/31/2020,DOCU,0.100339476,0.058790594,0.105176664,0.011168634,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
4/30/2020,DOCU,0.086411644,0.015864622,0.040148699,0.011994218,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
7/31/2020,DOCU,0.155698428,0.068714211,0.108649035,0.009317007,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
10/31/2020,DOCU,0.121452806,-0.000974184,0.047711154,0.007529559,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
1/31/2021,DOCU,0.042931703,0.139444174,0.235076923,0.033645882,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
4/30/2021,DOCU,0.19461739,-0.017115961,0.023418037,0.00999445,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
7/31/2021,DOCU,0.09150289,0.025685677,0.043816943,0.008899319,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
10/31/2021,DOCU,0.066257657,0.023344652,0.012593284,0.006550718,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
1/31/2022,DOCU,0.064769163,0.053919535,0.043758637,0.005461331,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
4/30/2022,DOCU,0.013521843,0.012987013,-0.018093557,0.005461843,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
7/31/2022,DOCU,0.057080997,0.036130536,0.015730337,0.004256703,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
10/31/2022,DOCU,0.037796994,0.024371954,0.001327434,0.001484278,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
1/31/2023,DOCU,0.021610014,0.102855051,0.058329651,0.004152803,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,
7/31/2018,BOX,0.069854171,0.032063715,0.059006276,0.011652081,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
10/31/2018,BOX,0.045475712,0.002682317,0.021446334,0.012580682,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
1/31/2019,BOX,0.056987236,0.188839742,0.187082367,-0.496779705,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
4/30/2019,BOX,-0.018902681,0.270025424,0.285131781,0.01514784,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
7/31/2019,BOX,0.06999276,0.001931645,0.012408464,0.008361946,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
10/31/2019,BOX,0.024108131,0.020067302,0.02247438,0.011887194,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
1/31/2020,BOX,0.030976846,0.137540614,0.139090049,0.007579711,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
4/30/2020,BOX,0.003943145,-0.011539692,-0.031535759,0.018823326,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
7/31/2020,BOX,0.045038222,0.012222406,-0.007869481,0.019244555,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
10/31/2020,BOX,0.021359645,-0.019729082,-0.052080154,0.014347918,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
1/31/2021,BOX,0.004495829,0.43591334,0.406324832,0.007614581,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
4/30/2021,BOX,0.031703342,-0.031065089,-0.013322231,0.018210709,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
7/31/2021,BOX,0.058714493,0.164885496,0.004219409,-0.062066084,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
10/31/2021,BOX,0.042195418,-0.079292267,-0.004201681,-0.023909341,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
1/31/2022,BOX,0.02379401,-0.009252669,0.096202532,-0.026367358,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
4/30/2022,BOX,0.039191067,-0.158045977,-0.101616628,0,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
7/31/2022,BOX,0.032338568,-0.090443686,-0.00856898,-0.019030748,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
10/31/2022,BOX,0.015949311,-0.009380863,-0.019014693,0.00418072,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
1/31/2023,BOX,0.01238197,0.142992424,0.09339207,0.009698072,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,
6/30/2018,VRNS,0.16182185,0.053982439,0.115668299,0.016313611,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,VRNS,0.078179772,0.037170926,0.019180405,0.007050448,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,VRNS,0.305225795,0.15901724,0.17516953,0.005199837,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,VRNS,-0.356018191,0.071823088,0.224568944,0.023193698,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,VRNS,0.057860185,-0.004668583,0.042849614,0.002114794,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,VRNS,0.101105315,-0.019301362,-0.016896765,0.005110957,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,VRNS,0.105271977,0.067616518,0.121757443,0.003313431,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,VRNS,-0.253362734,-0.098425444,-0.079362043,0.028872249,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,VRNS,0.228680597,0.736331895,1.028433225,0.002478866,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,VRNS,0.153023361,0.008474882,-0.000397841,0.005738017,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,VRNS,0.240335631,0.10539502,0.099647521,0.002962963,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,VRNS,-0.214418522,0.868647409,-0.00475498,2.33596279,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,VRNS,0.182295915,-0.005780347,0.005942724,0.007225828,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,VRNS,0.134983827,0.025193798,0.0423556,0.003806798,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,VRNS,0.261327514,0.048204159,0.063200917,0.001751754,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,VRNS,-0.239512396,-0.051397656,0.00750082,0.019133282,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,VRNS,0.157768982,0,0.019525615,0.002920614,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,VRNS,0.106417343,0.006653992,0.000657976,0.002984912,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,VRNS,0.156591624,-0.014164306,0.029277785,-0.023055147,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,AYX,0.092828285,0.753578601,1.419477174,0.010540865,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,AYX,0.157769895,0.037846128,0.029753554,0.006888028,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,AYX,0.645471493,0.174128663,-0.0464695,0.005875325,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,AYX,-0.180773976,0.042100274,0.006337937,0.00754938,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,AYX,0.080934907,0.029975535,0.043096679,0.011093886,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,AYX,0.227690164,0.867364379,1.567421719,0.021608931,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,AYX,0.614217912,0.083131558,0.076071989,0.018822499,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,AYX,-0.363835091,-0.014157973,-0.022338465,0.006122449,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,AYX,-0.128516598,-0.005291005,0.010952832,0.007168021,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,AYX,0.384806945,0.030395137,0.015243267,0.00342222,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,AYX,0.336455367,0.080383481,0.07378042,0.00425564,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,AYX,-0.319983554,-0.033447099,-0.024524939,0.005785385,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
